Price Resolution OpticalZoom DigitalZoom Weight StorageIncluded
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.0555555555556 0.222222222222 0.222222222222 0.222222222222 0.0555555555556 0.222222222222
0.111111111111 0.111111111111 0.444444444444 0.111111111111 0.111111111111 0.111111111111
0.0666666666667 0.266666666667 0.266666666667 0.0666666666667 0.266666666667 0.0666666666667
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.0555555555556 0.222222222222 0.222222222222 0.222222222222 0.0555555555556 0.222222222222
0.111111111111 0.111111111111 0.444444444444 0.111111111111 0.111111111111 0.111111111111
0.0833333333333 0.333333333333 0.333333333333 0.0833333333333 0.0833333333333 0.0833333333333
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.222222222222 0.0555555555556 0.222222222222 0.222222222222 0.222222222222 0.0555555555556
0.533333333333 0.0333333333333 0.133333333333 0.133333333333 0.133333333333 0.0333333333333
0.711111111111 0.0111111111111 0.0444444444444 0.0444444444444 0.177777777778 0.0111111111111
0.90780141844 0.00354609929078 0.0141843971631 0.0141843971631 0.0567375886525 0.00354609929078
0.768768768769 0.012012012012 0.012012012012 0.012012012012 0.192192192192 0.003003003003
0.693766937669 0.0433604336043 0.0433604336043 0.0433604336043 0.173441734417 0.00271002710027
0.900615655233 0.014072119613 0.014072119613 0.014072119613 0.0562884784521 0.000879507475814
0.830494728305 0.0519059205191 0.0519059205191 0.0129764801298 0.0519059205191 0.00081103000811
0.551427032849 0.137856758212 0.137856758212 0.034464189553 0.137856758212 0.000538502961766
0.71897489907 0.0449359311919 0.0449359311919 0.011233982798 0.179743724767 0.000175530981218
0.633565351895 0.0395978344934 0.158391337974 0.00989945862336 0.158391337974 0.00015467904099
0.55164983165 0.137912457912 0.137912457912 0.0344781144781 0.137912457912 0.00013468013468
0.390206725731 0.390206725731 0.0975516814328 0.0243879203582 0.0975516814328 9.52653138992e-05
0.285634588563 0.285634588563 0.0714086471409 0.0714086471409 0.285634588563 0.000278940027894
0.153823043413 0.153823043413 0.0384557608532 0.0384557608532 0.615292173652 0.000150217815833
0.173905659576 0.0434764148941 0.0434764148941 0.0434764148941 0.695622638305 4.245743642e-05
0.137926389871 0.137926389871 0.137926389871 0.0344815974678 0.551705559484 3.36734350271e-05
0.0975516814328 0.0975516814328 0.390206725731 0.0243879203582 0.390206725731 9.52653138992e-05
0.158409714971 0.0396024287427 0.633638859883 0.00990060718568 0.158409714971 3.8674246819e-05
0.158409714971 0.0396024287427 0.633638859883 0.00990060718568 0.158409714971 3.8674246819e-05
