Price Resolution OpticalZoom DigitalZoom Weight StorageIncluded
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.0555555555556 0.222222222222 0.222222222222 0.222222222222 0.0555555555556 0.222222222222
0.047619047619 0.190476190476 0.190476190476 0.190476190476 0.190476190476 0.190476190476
0.111111111111 0.111111111111 0.111111111111 0.111111111111 0.444444444444 0.111111111111
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.222222222222 0.222222222222 0.0555555555556 0.222222222222 0.222222222222 0.0555555555556
0.533333333333 0.133333333333 0.0333333333333 0.133333333333 0.133333333333 0.0333333333333
0.711111111111 0.0444444444444 0.0111111111111 0.0444444444444 0.177777777778 0.0111111111111
0.395061728395 0.0987654320988 0.00617283950617 0.0987654320988 0.395061728395 0.00617283950617
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.222222222222 0.0555555555556 0.0555555555556 0.222222222222 0.222222222222 0.222222222222
0.222222222222 0.0555555555556 0.0555555555556 0.222222222222 0.222222222222 0.222222222222
0.380952380952 0.0238095238095 0.0238095238095 0.0952380952381 0.380952380952 0.0952380952381
0.152380952381 0.0380952380952 0.00952380952381 0.152380952381 0.609523809524 0.0380952380952
0.0512820512821 0.0512820512821 0.0128205128205 0.0512820512821 0.820512820513 0.0128205128205
0.0444444444444 0.177777777778 0.0111111111111 0.0444444444444 0.711111111111 0.0111111111111
0.046783625731 0.187134502924 0.00292397660819 0.0116959064327 0.748538011696 0.00292397660819
0.0547008547009 0.0547008547009 0.000854700854701 0.0136752136752 0.875213675214 0.000854700854701
0.187958883994 0.0469897209985 0.000734214390602 0.0117474302496 0.751835535977 0.000734214390602
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.222222222222 0.222222222222 0.0555555555556 0.222222222222 0.222222222222 0.0555555555556
0.533333333333 0.133333333333 0.0333333333333 0.133333333333 0.133333333333 0.0333333333333
0.711111111111 0.0444444444444 0.0111111111111 0.0444444444444 0.177777777778 0.0111111111111
0.395061728395 0.0987654320988 0.00617283950617 0.0987654320988 0.395061728395 0.00617283950617
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.190476190476 0.190476190476 0.190476190476 0.190476190476 0.190476190476 0.047619047619
0.280701754386 0.280701754386 0.0701754385965 0.0701754385965 0.280701754386 0.0175438596491
