Price Resolution OpticalZoom DigitalZoom Weight StorageIncluded
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.0666666666667 0.266666666667 0.266666666667 0.266666666667 0.0666666666667 0.0666666666667
0.0333333333333 0.533333333333 0.133333333333 0.133333333333 0.133333333333 0.0333333333333
0.0701754385965 0.280701754386 0.280701754386 0.280701754386 0.0701754385965 0.0175438596491
0.0261437908497 0.104575163399 0.418300653595 0.418300653595 0.0261437908497 0.00653594771242
0.00683760683761 0.109401709402 0.437606837607 0.437606837607 0.00683760683761 0.0017094017094
0.00172935581496 0.110678772157 0.442715088629 0.442715088629 0.00172935581496 0.00043233895374
0.000433604336043 0.111002710027 0.444010840108 0.444010840108 0.000433604336043 0.000108401084011
0.000118339694092 0.0302949616875 0.484719387 0.484719387 0.000118339694092 2.9584923523e-05
2.9588206141e-05 0.0302983230884 0.484773169415 0.484773169415 0.000118352824564 7.39705153526e-06
