Price Resolution OpticalZoom DigitalZoom Weight StorageIncluded
0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667 0.166666666667
0.190476190476 0.190476190476 0.047619047619 0.190476190476 0.190476190476 0.190476190476
0.190476190476 0.190476190476 0.047619047619 0.190476190476 0.190476190476 0.190476190476
0.280701754386 0.0701754385965 0.0175438596491 0.280701754386 0.280701754386 0.0701754385965
0.124031007752 0.124031007752 0.0077519379845 0.496124031008 0.124031007752 0.124031007752
0.124756335283 0.124756335283 0.00194931773879 0.499025341131 0.124756335283 0.124756335283
0.034464189553 0.137856758212 0.000538502961766 0.551427032849 0.137856758212 0.137856758212
0.0344781144781 0.137912457912 0.00013468013468 0.55164983165 0.137912457912 0.137912457912
0.00990060718568 0.158409714971 3.8674246819e-05 0.633638859883 0.0396024287427 0.158409714971
0.0384600938967 0.153840375587 3.7558685446e-05 0.615361502347 0.0384600938967 0.153840375587
0.0263130845925 0.10525233837 0.000102785486689 0.421009353479 0.0263130845925 0.421009353479
0.0434764148941 0.0434764148941 4.245743642e-05 0.695622638305 0.0434764148941 0.173905659576
0.0285682401518 0.0285682401518 0.000111594688093 0.457091842428 0.0285682401518 0.457091842428
0.0116257947321 0.0465031789282 0.000181653042688 0.186012715713 0.0116257947321 0.744050862852
